driverid,truckid,model,event,latitude,longitude,city,state,velocity,event_ind,idling_ind
A78,A78,Navistar,normal,33.846404,-118.046731,La Palma,California,63,0,0
A48,A48,Peterbilt,normal,32.811161,-115.380264,Holtville,California,60,0,0
A6,A6,Caterpillar,normal,37.957702,-121.29078,Stockton,California,34,0,0
A42,A42,Volvo,normal,35.373292,-119.018712,Bakersfield,California,63,0,0
A82,A82,Caterpillar,normal,33.846404,-118.046731,La Palma,California,67,0,0
A96,A96,Peterbilt,normal,39.230151,-121.136075,Rough and Ready,California,19,0,0
A83,A83,Oshkosh,normal,40.761243,-123.994778,Kneeland,California,0,0,1
A88,A88,Hino,normal,33.663357,-116.310009,La Quinta,California,0,0,1
A26,A26,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,31,0,0
A60,A60,Caterpillar,normal,32.61768,-116.187424,Jacumba,California,0,0,1
A46,A46,Volvo,normal,32.715329,-117.157255,San Diego,California,15,0,0
A92,A92,Volvo,normal,38.799703,-121.720574,Knights Landing,California,19,0,0
A71,A71,Peterbilt,normal,38.752124,-121.288006,Roseville,California,18,0,0
A68,A68,Navistar,normal,34.500831,-117.185876,Apple Valley,California,75,0,0
A47,A47,Peterbilt,normal,39.017396,-122.057748,Arbuckle,California,44,0,0
A27,A27,Peterbilt,normal,37.962146,-122.345526,San Pablo,California,0,0,1
A35,A35,Ford,normal,39.409608,-123.355566,Willits,California,0,0,1
A29,A29,Ford,normal,33.683947,-117.794694,Irvine,California,46,0,0
A42,A42,Volvo,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A51,A51,Crane,normal,34.106676,-117.806726,San Dimas,California,32,0,0
A34,A34,Freightliner,normal,38.799703,-121.720574,Knights Landing,California,52,0,0
A54,A54,Western Star,normal,39.409608,-123.355566,Willits,California,58,0,0
A67,A67,Ford,normal,39.409608,-123.355566,Willits,California,68,0,0
A66,A66,Caterpillar,normal,34.953034,-120.435719,Santa Maria,California,33,0,0
A9,A9,Volvo,normal,34.579434,-118.116461,Palmdale,California,53,0,0
A70,A70,Peterbilt,normal,37.639097,-120.996878,Modesto,California,48,0,0
A97,A97,Caterpillar,normal,39.017396,-122.057748,Arbuckle,California,0,0,1
A7,A7,Ford,normal,36.471865,-6.196595,San Fernando,California,0,0,1
A33,A33,Caterpillar,normal,34.435829,-119.827639,Goleta,California,25,0,0
A79,A79,Volvo,normal,33.683947,-117.794694,Irvine,California,22,0,0
A100,A100,Peterbilt,normal,32.715329,-117.157255,San Diego,California,68,0,0
A72,A72,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,48,0,0
A13,A13,Oshkosh,normal,39.409608,-123.355566,Willits,California,43,0,0
A62,A62,Ford,normal,38.440467,-122.714431,Santa Rosa,California,70,0,0
A51,A51,Crane,normal,37.005782,-121.568275,Gilroy,California,51,0,0
A12,A12,Caterpillar,normal,37.77493,-122.419416,San Francisco,California,43,0,0
A88,A88,Hino,normal,38.440467,-122.714431,Santa Rosa,California,50,0,0
A76,A76,Caterpillar,normal,38.019366,-122.134132,Martinez,California,39,0,0
A47,A47,Peterbilt,normal,37.005782,-121.568275,Gilroy,California,17,0,0
A14,A14,Crane,normal,40.761243,-123.994778,Kneeland,California,54,0,0
A67,A67,Ford,normal,38.805462,-123.017223,Cloverdale,California,73,0,0
A70,A70,Peterbilt,normal,36.977173,-121.899402,Aptos,California,0,0,1
A97,A97,Caterpillar,normal,34.106676,-117.806726,San Dimas,California,39,0,0
A95,A95,Peterbilt,normal,37.957702,-121.29078,Stockton,California,0,0,1
A21,A21,Hino,normal,33.19587,-117.379483,Oceanside,California,0,0,1
A53,A53,Navistar,normal,37.77493,-122.419416,San Francisco,California,40,0,0
A72,A72,Caterpillar,normal,37.77493,-122.419416,San Francisco,California,0,0,1
A13,A13,Oshkosh,normal,34.579434,-118.116461,Palmdale,California,37,0,0
A85,A85,Ford,normal,39.145725,-121.591355,Marysville,California,0,0,1
A70,A70,Peterbilt,normal,39.017396,-122.057748,Arbuckle,California,39,0,0
A74,A74,Kenworth,normal,37.639097,-120.996878,Modesto,California,0,0,1
A29,A29,Ford,normal,33.683947,-117.794694,Irvine,California,0,0,1
A82,A82,Caterpillar,normal,38.716687,-121.364422,Antelope,California,0,0,1
A2,A2,Ford,normal,34.106676,-117.806726,San Dimas,California,44,0,0
A98,A98,Volvo,normal,36.471865,-6.196595,San Fernando,California,43,0,0
A68,A68,Navistar,normal,39.409608,-123.355566,Willits,California,43,0,0
A45,A45,Caterpillar,normal,34.500831,-117.185876,Apple Valley,California,43,0,0
A21,A21,Hino,normal,33.19587,-117.379483,Oceanside,California,16,0,0
A51,A51,Crane,normal,39.017396,-122.057748,Arbuckle,California,0,0,1
A29,A29,Ford,normal,33.19587,-117.379483,Oceanside,California,70,0,0
A1,A1,Freightliner,normal,37.005782,-121.568275,Gilroy,California,33,0,0
A42,A42,Volvo,normal,36.977173,-121.899402,Aptos,California,69,0,0
A92,A92,Volvo,normal,32.715329,-117.157255,San Diego,California,0,0,1
A35,A35,Ford,normal,39.409608,-123.355566,Willits,California,53,0,0
A87,A87,Kenworth,normal,34.020011,-117.949508,La Puente,California,57,0,0
A52,A52,Ford,normal,38.752124,-121.288006,Roseville,California,54,0,0
A89,A89,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,23,0,0
A8,A8,Navistar,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A25,A25,Volvo,normal,34.106676,-117.806726,San Dimas,California,0,0,1
A68,A68,Navistar,normal,34.354166,-119.059271,Santa Paula,California,55,0,0
A1,A1,Freightliner,normal,37.005782,-121.568275,Gilroy,California,58,0,0
A46,A46,Volvo,normal,35.373292,-119.018712,Bakersfield,California,31,0,0
A8,A8,Navistar,normal,39.409608,-123.355566,Willits,California,31,0,0
A78,A78,Navistar,normal,35.098865,-120.612393,Oceano,California,64,0,0
A28,A28,Caterpillar,normal,37.005782,-121.568275,Gilroy,California,0,0,1
A43,A43,Peterbilt,normal,36.977173,-121.899402,Aptos,California,0,0,1
A100,A100,Peterbilt,normal,37.484938,-119.966284,Mariposa,California,64,0,0
A91,A91,Navistar,unsafe following distance,33.846404,-118.046731,La Palma,California,54,1,0
A65,A65,Hino,normal,38.440467,-122.714431,Santa Rosa,California,60,0,0
A13,A13,Oshkosh,normal,38.716687,-121.364422,Antelope,California,0,0,1
A63,A63,Ford,normal,38.130197,-121.272447,Lodi,California,27,0,0
A32,A32,Hino,normal,38.130197,-121.272447,Lodi,California,0,0,1
A98,A98,Volvo,normal,32.811161,-115.380264,Holtville,California,0,0,1
A35,A35,Ford,normal,34.953034,-120.435719,Santa Maria,California,0,0,1
A44,A44,Peterbilt,unsafe tail distance,38.440467,-122.714431,Santa Rosa,California,53,1,0
A48,A48,Peterbilt,normal,38.36408,-122.524149,Glen Ellen,California,0,0,1
A7,A7,Ford,normal,39.409608,-123.355566,Willits,California,58,0,0
A57,A57,Freightliner,normal,33.663357,-116.310009,La Quinta,California,0,0,1
A95,A95,Peterbilt,unsafe tail distance,38.440467,-122.714431,Santa Rosa,California,53,1,0
A55,A55,Caterpillar,normal,37.639097,-120.996878,Modesto,California,37,0,0
A11,A11,Peterbilt,normal,34.500831,-117.185876,Apple Valley,California,45,0,0
A59,A59,Ford,unsafe following distance,38.716687,-121.364422,Antelope,California,62,1,0
A67,A67,Ford,normal,32.61768,-116.187424,Jacumba,California,62,0,0
A26,A26,Peterbilt,normal,40.563763,-122.238892,Palo Cedro,California,49,0,0
A65,A65,Hino,normal,38.799703,-121.720574,Knights Landing,California,44,0,0
A65,A65,Hino,normal,40.563763,-122.238892,Palo Cedro,California,18,0,0
A59,A59,Ford,normal,34.579434,-118.116461,Palmdale,California,16,0,0
A32,A32,Hino,normal,32.715329,-117.157255,San Diego,California,71,0,0
A35,A35,Ford,normal,37.77493,-122.419416,San Francisco,California,52,0,0
A87,A87,Kenworth,normal,40.761243,-123.994778,Kneeland,California,0,0,1
A52,A52,Ford,normal,37.941325,-122.484704,San Quentin,California,0,0,1
A74,A74,Kenworth,normal,37.639097,-120.996878,Modesto,California,38,0,0
A92,A92,Volvo,normal,40.563763,-122.238892,Palo Cedro,California,41,0,0
A74,A74,Kenworth,normal,37.005782,-121.568275,Gilroy,California,21,0,0
A61,A61,Freightliner,normal,40.563763,-122.238892,Palo Cedro,California,57,0,0
A72,A72,Caterpillar,normal,40.58654,-122.391675,Redding,California,67,0,0
A73,A73,Oshkosh,normal,38.40765,-122.947713,Occidental,California,43,0,0
A87,A87,Kenworth,normal,34.354166,-119.059271,Santa Paula,California,29,0,0
A69,A69,Volvo,normal,36.746842,-119.772587,Fresno,California,0,0,1
A77,A77,Ford,normal,37.484938,-119.966284,Mariposa,California,0,0,1
A70,A70,Peterbilt,normal,39.017396,-122.057748,Arbuckle,California,25,0,0
A5,A5,Hino,normal,41.526509,-124.038407,Klamath,California,60,0,0
A52,A52,Ford,normal,34.354166,-119.059271,Santa Paula,California,0,0,1
A76,A76,Caterpillar,normal,33.743076,-117.109197,Homeland,California,35,0,0
A23,A23,Ford,normal,38.440467,-122.714431,Santa Rosa,California,35,0,0
A43,A43,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A99,A99,Peterbilt,normal,37.957702,-121.29078,Stockton,California,19,0,0
A25,A25,Volvo,normal,37.941325,-122.484704,San Quentin,California,40,0,0
A24,A24,Navistar,normal,38.716687,-121.364422,Antelope,California,30,0,0
A52,A52,Ford,normal,36.471865,-6.196595,San Fernando,California,40,0,0
A66,A66,Caterpillar,normal,34.953034,-120.435719,Santa Maria,California,0,0,1
A64,A64,Kenworth,normal,33.846404,-118.046731,La Palma,California,0,0,1
A6,A6,Caterpillar,normal,37.441883,-122.143019,Palo Alto,California,61,0,0
A77,A77,Ford,normal,39.230151,-121.136075,Rough and Ready,California,46,0,0
A76,A76,Caterpillar,normal,37.77493,-122.419416,San Francisco,California,22,0,0
A2,A2,Ford,normal,37.941325,-122.484704,San Quentin,California,0,0,1
A66,A66,Caterpillar,unsafe tail distance,39.017396,-122.057748,Arbuckle,California,0,1,1
A56,A56,Caterpillar,normal,34.106676,-117.806726,San Dimas,California,0,0,1
A30,A30,Ford,unsafe following distance,36.471865,-6.196595,San Fernando,California,0,1,1
A88,A88,Hino,normal,34.500831,-117.185876,Apple Valley,California,70,0,0
A30,A30,Ford,normal,34.44805,-119.242889,Ojai,California,49,0,0
A20,A20,Western Star,normal,39.409608,-123.355566,Willits,California,73,0,0
A12,A12,Caterpillar,normal,39.409608,-123.355566,Willits,California,0,0,1
A14,A14,Crane,normal,40.761243,-123.994778,Kneeland,California,60,0,0
A40,A40,Ford,normal,37.957702,-121.29078,Stockton,California,63,0,0
A4,A4,Kenworth,normal,37.484938,-119.966284,Mariposa,California,36,0,0
A11,A11,Peterbilt,normal,33.663357,-116.310009,La Quinta,California,17,0,0
A19,A19,Caterpillar,normal,38.40765,-122.947713,Occidental,California,0,0,1
A7,A7,Ford,normal,38.440467,-122.714431,Santa Rosa,California,47,0,0
A40,A40,Ford,normal,33.683947,-117.794694,Irvine,California,54,0,0
A51,A51,Crane,normal,38.693723,-119.779683,Markleeville,California,43,0,0
A78,A78,Navistar,normal,37.639097,-120.996878,Modesto,California,60,0,0
A82,A82,Caterpillar,normal,34.019454,-118.491191,Santa Monica,California,57,0,0
A92,A92,Volvo,unsafe following distance,38.440467,-122.714431,Santa Rosa,California,0,1,1
A31,A31,Kenworth,normal,39.145725,-121.591355,Marysville,California,75,0,0
A5,A5,Hino,normal,34.579434,-118.116461,Palmdale,California,60,0,0
A18,A18,Caterpillar,normal,34.500831,-117.185876,Apple Valley,California,42,0,0
A30,A30,Ford,normal,39.150171,-123.207783,Ukiah,California,23,0,0
A4,A4,Kenworth,normal,39.230151,-121.136075,Rough and Ready,California,18,0,0
A45,A45,Caterpillar,normal,38.161861,-121.611621,Isleton,California,52,0,0
A51,A51,Crane,normal,38.440467,-122.714431,Santa Rosa,California,70,0,0
A43,A43,Peterbilt,normal,39.017396,-122.057748,Arbuckle,California,75,0,0
A57,A57,Freightliner,normal,40.563763,-122.238892,Palo Cedro,California,50,0,0
A50,A50,Oshkosh,normal,38.440467,-122.714431,Santa Rosa,California,40,0,0
A98,A98,Volvo,normal,38.752124,-121.288006,Roseville,California,16,0,0
A69,A69,Volvo,normal,34.500831,-117.185876,Apple Valley,California,25,0,0
A55,A55,Caterpillar,normal,38.693723,-119.779683,Markleeville,California,20,0,0
A64,A64,Kenworth,normal,34.500831,-117.185876,Apple Valley,California,34,0,0
A25,A25,Volvo,normal,33.19587,-117.379483,Oceanside,California,0,0,1
A36,A36,Ford,normal,41.526509,-124.038407,Klamath,California,54,0,0
A12,A12,Caterpillar,normal,38.716687,-121.364422,Antelope,California,0,0,1
A59,A59,Ford,normal,33.846404,-118.046731,La Palma,California,74,0,0
A93,A93,Navistar,normal,37.968812,-121.668008,Knightsen,California,0,0,1
A86,A86,Ford,normal,34.019454,-118.491191,Santa Monica,California,70,0,0
A63,A63,Ford,normal,34.019454,-118.491191,Santa Monica,California,0,0,1
A35,A35,Ford,normal,38.440467,-122.714431,Santa Rosa,California,54,0,0
A97,A97,Caterpillar,normal,34.579434,-118.116461,Palmdale,California,51,0,0
A10,A10,Peterbilt,normal,38.161861,-121.611621,Isleton,California,75,0,0
A27,A27,Peterbilt,normal,34.136119,-117.865339,Glendora,California,68,0,0
A17,A17,Western Star,normal,38.130197,-121.272447,Lodi,California,0,0,1
A9,A9,Volvo,normal,38.130197,-121.272447,Lodi,California,0,0,1
A35,A35,Ford,normal,38.440467,-122.714431,Santa Rosa,California,68,0,0
A31,A31,Kenworth,normal,38.440467,-122.714431,Santa Rosa,California,61,0,0
A84,A84,Freightliner,normal,34.500831,-117.185876,Apple Valley,California,47,0,0
A50,A50,Oshkosh,normal,34.953034,-120.435719,Santa Maria,California,69,0,0
A21,A21,Hino,normal,38.752124,-121.288006,Roseville,California,46,0,0
A31,A31,Kenworth,lane departure,39.017396,-122.057748,Arbuckle,California,0,1,1
A51,A51,Crane,normal,35.098865,-120.612393,Oceano,California,53,0,0
A82,A82,Caterpillar,normal,38.130197,-121.272447,Lodi,California,23,0,0
A65,A65,Hino,normal,36.977173,-121.899402,Aptos,California,34,0,0
A72,A72,Caterpillar,normal,37.957702,-121.29078,Stockton,California,55,0,0
A59,A59,Ford,normal,34.019454,-118.491191,Santa Monica,California,55,0,0
A61,A61,Freightliner,unsafe following distance,38.440467,-122.714431,Santa Rosa,California,21,1,0
A1,A1,Freightliner,normal,34.579434,-118.116461,Palmdale,California,27,0,0
A73,A73,Oshkosh,normal,39.145725,-121.591355,Marysville,California,67,0,0
A32,A32,Hino,normal,34.579434,-118.116461,Palmdale,California,47,0,0
A61,A61,Freightliner,normal,38.440467,-122.714431,Santa Rosa,California,25,0,0
A65,A65,Hino,normal,39.409608,-123.355566,Willits,California,0,0,1
A45,A45,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,31,0,0
A10,A10,Peterbilt,normal,34.106676,-117.806726,San Dimas,California,20,0,0
A12,A12,Caterpillar,normal,39.409608,-123.355566,Willits,California,39,0,0
A56,A56,Caterpillar,normal,37.957702,-121.29078,Stockton,California,0,0,1
A89,A89,Caterpillar,normal,37.77493,-122.419416,San Francisco,California,22,0,0
A87,A87,Kenworth,normal,37.441883,-122.143019,Palo Alto,California,0,0,1
A33,A33,Caterpillar,normal,34.020011,-117.949508,La Puente,California,0,0,1
A85,A85,Ford,normal,38.440467,-122.714431,Santa Rosa,California,54,0,0
A49,A49,Caterpillar,normal,37.77493,-122.419416,San Francisco,California,24,0,0
A48,A48,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,37,0,0
A74,A74,Kenworth,normal,37.639097,-120.996878,Modesto,California,49,0,0
A78,A78,Navistar,normal,38.297538,-122.286865,Napa,California,31,0,0
A98,A98,Volvo,normal,38.716687,-121.364422,Antelope,California,74,0,0
A45,A45,Caterpillar,unsafe following distance,33.743076,-117.109197,Homeland,California,23,1,0
A71,A71,Peterbilt,unsafe tail distance,38.36408,-122.524149,Glen Ellen,California,45,1,0
A6,A6,Caterpillar,normal,39.409608,-123.355566,Willits,California,0,0,1
A61,A61,Freightliner,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A36,A36,Ford,normal,41.526509,-124.038407,Klamath,California,22,0,0
A9,A9,Volvo,normal,38.297538,-122.286865,Napa,California,58,0,0
A6,A6,Caterpillar,normal,32.61768,-116.187424,Jacumba,California,0,0,1
A32,A32,Hino,normal,34.019454,-118.491191,Santa Monica,California,58,0,0
A86,A86,Ford,unsafe following distance,32.61768,-116.187424,Jacumba,California,43,1,0
A10,A10,Peterbilt,overspeed,34.500831,-117.185876,Apple Valley,California,89,1,0
A76,A76,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,42,0,0
A13,A13,Oshkosh,normal,41.526509,-124.038407,Klamath,California,0,0,1
A58,A58,Ford,normal,34.136119,-117.865339,Glendora,California,37,0,0
A27,A27,Peterbilt,normal,36.746842,-119.772587,Fresno,California,55,0,0
A75,A75,Hino,normal,32.61768,-116.187424,Jacumba,California,51,0,0
A6,A6,Caterpillar,normal,37.957702,-121.29078,Stockton,California,0,0,1
A40,A40,Ford,normal,39.409608,-123.355566,Willits,California,15,0,0
A24,A24,Navistar,normal,38.716687,-121.364422,Antelope,California,0,0,1
A52,A52,Ford,normal,37.941325,-122.484704,San Quentin,California,48,0,0
A71,A71,Peterbilt,normal,38.36408,-122.524149,Glen Ellen,California,0,0,1
A5,A5,Hino,normal,35.098865,-120.612393,Oceano,California,27,0,0
A24,A24,Navistar,normal,37.005782,-121.568275,Gilroy,California,66,0,0
A53,A53,Navistar,normal,34.44805,-119.242889,Ojai,California,70,0,0
A63,A63,Ford,normal,33.683947,-117.794694,Irvine,California,0,0,1
A99,A99,Peterbilt,normal,38.161861,-121.611621,Isleton,California,44,0,0
A71,A71,Peterbilt,normal,37.957702,-121.29078,Stockton,California,61,0,0
A31,A31,Kenworth,normal,34.136119,-117.865339,Glendora,California,47,0,0
A49,A49,Caterpillar,unsafe following distance,38.161861,-121.611621,Isleton,California,43,1,0
A35,A35,Ford,normal,38.716687,-121.364422,Antelope,California,0,0,1
A41,A41,Navistar,normal,40.761243,-123.994778,Kneeland,California,49,0,0
A15,A15,Ford,normal,38.799703,-121.720574,Knights Landing,California,0,0,1
A55,A55,Caterpillar,normal,32.715329,-117.157255,San Diego,California,54,0,0
A21,A21,Hino,normal,38.716687,-121.364422,Antelope,California,0,0,1
A8,A8,Navistar,normal,37.962146,-122.345526,San Pablo,California,25,0,0
A81,A81,Peterbilt,normal,37.77493,-122.419416,San Francisco,California,60,0,0
A41,A41,Navistar,normal,34.500831,-117.185876,Apple Valley,California,38,0,0
A67,A67,Ford,normal,39.409608,-123.355566,Willits,California,0,0,1
A69,A69,Volvo,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
A34,A34,Freightliner,normal,36.977173,-121.899402,Aptos,California,38,0,0
A59,A59,Ford,normal,33.683947,-117.794694,Irvine,California,0,0,1
A99,A99,Peterbilt,normal,40.58654,-122.391675,Redding,California,58,0,0
A8,A8,Navistar,normal,37.962146,-122.345526,San Pablo,California,49,0,0
A53,A53,Navistar,normal,38.161861,-121.611621,Isleton,California,74,0,0
A1,A1,Freightliner,normal,34.106676,-117.806726,San Dimas,California,18,0,0
A55,A55,Caterpillar,normal,37.005782,-121.568275,Gilroy,California,73,0,0
A98,A98,Volvo,normal,38.716687,-121.364422,Antelope,California,53,0,0
A7,A7,Ford,normal,40.58654,-122.391675,Redding,California,0,0,1
A30,A30,Ford,normal,39.409608,-123.355566,Willits,California,66,0,0
A84,A84,Freightliner,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
A16,A16,Navistar,unsafe following distance,34.106676,-117.806726,San Dimas,California,54,1,0
A57,A57,Freightliner,normal,38.440467,-122.714431,Santa Rosa,California,50,0,0
A82,A82,Caterpillar,normal,34.579434,-118.116461,Palmdale,California,42,0,0
A92,A92,Volvo,normal,34.500831,-117.185876,Apple Valley,California,57,0,0
A10,A10,Peterbilt,normal,40.761243,-123.994778,Kneeland,California,16,0,0
A47,A47,Peterbilt,normal,38.716687,-121.364422,Antelope,California,42,0,0
A32,A32,Hino,normal,38.130197,-121.272447,Lodi,California,0,0,1
A66,A66,Caterpillar,normal,34.953034,-120.435719,Santa Maria,California,28,0,0
A62,A62,Ford,normal,39.409608,-123.355566,Willits,California,27,0,0
A64,A64,Kenworth,normal,37.941325,-122.484704,San Quentin,California,52,0,0
A97,A97,Caterpillar,lane departure,37.639097,-120.996878,Modesto,California,43,1,0
A99,A99,Peterbilt,normal,39.150171,-123.207783,Ukiah,California,22,0,0
A9,A9,Volvo,normal,34.019454,-118.491191,Santa Monica,California,73,0,0
A33,A33,Caterpillar,normal,34.500831,-117.185876,Apple Valley,California,39,0,0
A40,A40,Ford,normal,38.440467,-122.714431,Santa Rosa,California,71,0,0
A15,A15,Ford,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A21,A21,Hino,normal,39.017396,-122.057748,Arbuckle,California,34,0,0
A97,A97,Caterpillar,normal,36.977173,-121.899402,Aptos,California,55,0,0
A35,A35,Ford,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A55,A55,Caterpillar,normal,33.846404,-118.046731,La Palma,California,0,0,1
A88,A88,Hino,normal,38.440467,-122.714431,Santa Rosa,California,46,0,0
A39,A39,Caterpillar,normal,38.716687,-121.364422,Antelope,California,58,0,0
A6,A6,Caterpillar,normal,37.957702,-121.29078,Stockton,California,40,0,0
A73,A73,Oshkosh,unsafe following distance,32.715329,-117.157255,San Diego,California,68,1,0
A70,A70,Peterbilt,normal,36.852455,-121.401602,Hollister,California,64,0,0
A41,A41,Navistar,normal,38.161861,-121.611621,Isleton,California,0,0,1
A73,A73,Oshkosh,normal,39.145725,-121.591355,Marysville,California,56,0,0
A37,A37,Kenworth,normal,34.020011,-117.949508,La Puente,California,45,0,0
A83,A83,Oshkosh,normal,34.435829,-119.827639,Goleta,California,46,0,0
A55,A55,Caterpillar,normal,33.683947,-117.794694,Irvine,California,0,0,1
A65,A65,Hino,normal,37.484938,-119.966284,Mariposa,California,0,0,1
A31,A31,Kenworth,normal,39.409608,-123.355566,Willits,California,65,0,0
A99,A99,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,37,0,0
A43,A43,Peterbilt,lane departure,38.440467,-122.714431,Santa Rosa,California,74,1,0
A67,A67,Ford,normal,38.716687,-121.364422,Antelope,California,18,0,0
A1,A1,Freightliner,normal,36.977173,-121.899402,Aptos,California,25,0,0
A97,A97,Caterpillar,normal,38.716687,-121.364422,Antelope,California,60,0,0
A3,A3,Ford,normal,38.440467,-122.714431,Santa Rosa,California,24,0,0
A47,A47,Peterbilt,normal,36.852455,-121.401602,Hollister,California,70,0,0
A1,A1,Freightliner,normal,36.977173,-121.899402,Aptos,California,17,0,0
A67,A67,Ford,normal,36.471865,-6.196595,San Fernando,California,74,0,0
A52,A52,Ford,normal,32.61768,-116.187424,Jacumba,California,48,0,0
A28,A28,Caterpillar,normal,37.005782,-121.568275,Gilroy,California,57,0,0
A83,A83,Oshkosh,normal,34.106676,-117.806726,San Dimas,California,0,0,1
A30,A30,Ford,normal,40.58654,-122.391675,Redding,California,49,0,0
A83,A83,Oshkosh,normal,34.354166,-119.059271,Santa Paula,California,68,0,0
A49,A49,Caterpillar,normal,34.44805,-119.242889,Ojai,California,0,0,1
A86,A86,Ford,normal,38.716687,-121.364422,Antelope,California,40,0,0
A22,A22,Caterpillar,normal,34.44805,-119.242889,Ojai,California,23,0,0
A76,A76,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,40,0,0
A64,A64,Kenworth,normal,34.500831,-117.185876,Apple Valley,California,39,0,0
A73,A73,Oshkosh,normal,36.977173,-121.899402,Aptos,California,25,0,0
A79,A79,Volvo,normal,32.61768,-116.187424,Jacumba,California,34,0,0
A2,A2,Ford,normal,37.441883,-122.143019,Palo Alto,California,71,0,0
A80,A80,Peterbilt,normal,36.471865,-6.196595,San Fernando,California,0,0,1
A58,A58,Ford,normal,38.440467,-122.714431,Santa Rosa,California,57,0,0
A65,A65,Hino,normal,36.977173,-121.899402,Aptos,California,40,0,0
A44,A44,Peterbilt,normal,38.716687,-121.364422,Antelope,California,0,0,1
A21,A21,Hino,normal,36.471865,-6.196595,San Fernando,California,0,0,1
A34,A34,Freightliner,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
A49,A49,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,52,0,0
A98,A98,Volvo,normal,33.683947,-117.794694,Irvine,California,60,0,0
A54,A54,Western Star,normal,34.136119,-117.865339,Glendora,California,0,0,1
A53,A53,Navistar,normal,40.58654,-122.391675,Redding,California,17,0,0
A76,A76,Caterpillar,normal,38.161861,-121.611621,Isleton,California,75,0,0
A19,A19,Caterpillar,normal,36.977173,-121.899402,Aptos,California,28,0,0
A12,A12,Caterpillar,unsafe following distance,38.440467,-122.714431,Santa Rosa,California,54,1,0
A30,A30,Ford,normal,39.409608,-123.355566,Willits,California,43,0,0
A22,A22,Caterpillar,normal,39.409608,-123.355566,Willits,California,0,0,1
A77,A77,Ford,normal,32.715329,-117.157255,San Diego,California,45,0,0
A30,A30,Ford,normal,36.471865,-6.196595,San Fernando,California,0,0,1
A9,A9,Volvo,normal,41.526509,-124.038407,Klamath,California,38,0,0
A94,A94,Volvo,normal,38.752124,-121.288006,Roseville,California,60,0,0
A74,A74,Kenworth,normal,38.693723,-119.779683,Markleeville,California,42,0,0
A28,A28,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,25,0,0
A32,A32,Hino,unsafe following distance,38.440467,-122.714431,Santa Rosa,California,61,1,0
A37,A37,Kenworth,normal,40.761243,-123.994778,Kneeland,California,0,0,1
A22,A22,Caterpillar,normal,34.44805,-119.242889,Ojai,California,57,0,0
A26,A26,Peterbilt,normal,40.58654,-122.391675,Redding,California,64,0,0
A12,A12,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A45,A45,Caterpillar,normal,33.743076,-117.109197,Homeland,California,17,0,0
A99,A99,Peterbilt,normal,33.743076,-117.109197,Homeland,California,61,0,0
A14,A14,Crane,normal,37.441883,-122.143019,Palo Alto,California,0,0,1
A72,A72,Caterpillar,normal,37.77493,-122.419416,San Francisco,California,59,0,0
A6,A6,Caterpillar,normal,37.441883,-122.143019,Palo Alto,California,0,0,1
A96,A96,Peterbilt,normal,34.500831,-117.185876,Apple Valley,California,56,0,0
A81,A81,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,68,0,0
A10,A10,Peterbilt,normal,34.020011,-117.949508,La Puente,California,19,0,0
A6,A6,Caterpillar,normal,33.19587,-117.379483,Oceanside,California,71,0,0
A70,A70,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,37,0,0
A54,A54,Western Star,normal,34.136119,-117.865339,Glendora,California,31,0,0
A11,A11,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,65,0,0
A38,A38,Hino,normal,38.440467,-122.714431,Santa Rosa,California,34,0,0
A37,A37,Kenworth,normal,34.020011,-117.949508,La Puente,California,56,0,0
A94,A94,Volvo,normal,32.61768,-116.187424,Jacumba,California,55,0,0
A13,A13,Oshkosh,normal,37.957702,-121.29078,Stockton,California,49,0,0
A14,A14,Crane,normal,34.500831,-117.185876,Apple Valley,California,23,0,0
A78,A78,Navistar,normal,35.098865,-120.612393,Oceano,California,16,0,0
A60,A60,Caterpillar,normal,34.435829,-119.827639,Goleta,California,65,0,0
A89,A89,Caterpillar,normal,34.953034,-120.435719,Santa Maria,California,17,0,0
