driverid,truckid,model,month,year,Miles,Gas
A76,A76,Caterpillar,AUG,2010,13969,2840
A76,A76,Caterpillar,JUL,2010,9801,2840
A76,A76,Caterpillar,JUN,2010,13953,2840
A76,A76,Caterpillar,MAY,2010,10920,2840
A76,A76,Caterpillar,APR,2010,9415,2840
A76,A76,Caterpillar,MAR,2010,14914,2840
A76,A76,Caterpillar,FEB,2010,13249,2840
A76,A76,Caterpillar,JAN,2010,13265,2840
A76,A76,Caterpillar,DEC,2009,13631,2840
A76,A76,Caterpillar,NOV,2009,9605,2840
A76,A76,Caterpillar,OCT,2009,10140,2840
A76,A76,Caterpillar,SEP,2009,10990,2840
A76,A76,Caterpillar,AUG,2009,11639,2840
A76,A76,Caterpillar,JUL,2009,10824,2840
A76,A76,Caterpillar,JUN,2009,12293,2840
A76,A76,Caterpillar,MAY,2009,13707,2840
A76,A76,Caterpillar,APR,2009,9268,2840
A76,A76,Caterpillar,MAR,2009,14922,2840
A76,A76,Caterpillar,FEB,2009,13292,2840
A76,A76,Caterpillar,JAN,2009,10584,2840
A77,A77,Ford,JUN,2013,13187,2752
A77,A77,Ford,MAY,2013,14411,2896
A77,A77,Ford,APR,2013,12580,2366
A77,A77,Ford,MAR,2013,12779,2472
A77,A77,Ford,FEB,2013,11089,2110
A77,A77,Ford,JAN,2013,8598,2035
A77,A77,Ford,DEC,2012,12043,2180
A77,A77,Ford,NOV,2012,13572,2386
A77,A77,Ford,OCT,2012,13087,2915
A77,A77,Ford,SEP,2012,12630,2654
A77,A77,Ford,AUG,2012,13887,2860
A77,A77,Ford,JUL,2012,13350,2491
A77,A77,Ford,JUN,2012,11019,2180
A77,A77,Ford,MAY,2012,14543,2775
A77,A77,Ford,APR,2012,8734,2087
A77,A77,Ford,MAR,2012,13010,2245
A77,A77,Ford,FEB,2012,10648,2117
A77,A77,Ford,JAN,2012,13972,3215
A77,A77,Ford,DEC,2011,9705,1988
A77,A77,Ford,NOV,2011,12796,2731
A77,A77,Ford,OCT,2011,12327,2764
A77,A77,Ford,SEP,2011,11834,2596
A77,A77,Ford,AUG,2011,14472,3453
A77,A77,Ford,JUL,2011,10838,1970
A77,A77,Ford,JUN,2011,14796,1939
A77,A77,Ford,MAY,2011,11531,1939
A77,A77,Ford,APR,2011,10879,1939
A77,A77,Ford,MAR,2011,11689,1939
A77,A77,Ford,FEB,2011,11900,1939
A77,A77,Ford,JAN,2011,11632,1939
A77,A77,Ford,DEC,2010,11096,1939
A77,A77,Ford,NOV,2010,15637,1939
A77,A77,Ford,OCT,2010,11282,1939
A77,A77,Ford,SEP,2010,14676,1939
A77,A77,Ford,AUG,2010,9917,1939
A77,A77,Ford,JUL,2010,14566,1939
A77,A77,Ford,JUN,2010,10863,1939
A77,A77,Ford,MAY,2010,9226,1939
A77,A77,Ford,APR,2010,9905,1939
A77,A77,Ford,MAR,2010,11660,1939
A77,A77,Ford,FEB,2010,14610,1939
A77,A77,Ford,JAN,2010,11290,1939
A77,A77,Ford,DEC,2009,12953,1939
A77,A77,Ford,NOV,2009,12906,1939
A77,A77,Ford,OCT,2009,11378,1939
A77,A77,Ford,SEP,2009,13019,1939
A77,A77,Ford,AUG,2009,12767,1939
A77,A77,Ford,JUL,2009,14460,1939
A77,A77,Ford,JUN,2009,9847,1939
A77,A77,Ford,MAY,2009,10271,1939
A77,A77,Ford,APR,2009,14309,1939
A77,A77,Ford,MAR,2009,13753,1939
A77,A77,Ford,FEB,2009,10495,1939
A77,A77,Ford,JAN,2009,14979,1939
A78,A78,Navistar,JUN,2013,8693,1593
A78,A78,Navistar,MAY,2013,12026,2371
A78,A78,Navistar,APR,2013,9430,2069
A78,A78,Navistar,MAR,2013,12822,2540
A78,A78,Navistar,FEB,2013,9990,2091
A78,A78,Navistar,JAN,2013,10750,2081
A78,A78,Navistar,DEC,2012,14447,3339
A78,A78,Navistar,NOV,2012,13141,2772
A78,A78,Navistar,OCT,2012,9692,1690
A78,A78,Navistar,SEP,2012,10540,2045
A78,A78,Navistar,AUG,2012,14328,2800
A78,A78,Navistar,JUL,2012,14038,2848
A78,A78,Navistar,JUN,2012,13347,2773
A78,A78,Navistar,MAY,2012,11107,2647
A78,A78,Navistar,APR,2012,13700,2776
A78,A78,Navistar,MAR,2012,9669,1671
A78,A78,Navistar,FEB,2012,9892,2001
A78,A78,Navistar,JAN,2012,14667,3580
A78,A78,Navistar,DEC,2011,10529,2227
A78,A78,Navistar,NOV,2011,9086,1772
A78,A78,Navistar,OCT,2011,10686,1863
A78,A78,Navistar,SEP,2011,12687,2800
A78,A78,Navistar,AUG,2011,10533,2043
A78,A78,Navistar,JUL,2011,9762,1930
A78,A78,Navistar,JUN,2011,10039,2454
A78,A78,Navistar,MAY,2011,10586,2454
A78,A78,Navistar,APR,2011,9846,2454
A78,A78,Navistar,MAR,2011,11356,2454
A78,A78,Navistar,FEB,2011,14524,2454
A78,A78,Navistar,JAN,2011,10941,2454
A78,A78,Navistar,DEC,2010,13765,2454
A78,A78,Navistar,NOV,2010,12065,2454
A78,A78,Navistar,OCT,2010,9371,2454
A78,A78,Navistar,SEP,2010,11760,2454
A78,A78,Navistar,AUG,2010,14184,2454
A78,A78,Navistar,JUL,2010,8725,2454
A78,A78,Navistar,JUN,2010,13098,2454
A78,A78,Navistar,MAY,2010,12441,2454
A78,A78,Navistar,APR,2010,13817,2454
A78,A78,Navistar,MAR,2010,10420,2454
A78,A78,Navistar,FEB,2010,10457,2454
A78,A78,Navistar,JAN,2010,11669,2454
A78,A78,Navistar,DEC,2009,15064,2454
A78,A78,Navistar,NOV,2009,13865,2454
A78,A78,Navistar,OCT,2009,14007,2454
A78,A78,Navistar,SEP,2009,12778,2454
A78,A78,Navistar,AUG,2009,12921,2454
A78,A78,Navistar,JUL,2009,10379,2454
A78,A78,Navistar,JUN,2009,13716,2454
A78,A78,Navistar,MAY,2009,9403,2454
A78,A78,Navistar,APR,2009,11354,2454
A78,A78,Navistar,MAR,2009,14441,2454
A78,A78,Navistar,FEB,2009,12782,2454
A78,A78,Navistar,JAN,2009,13290,2454
A79,A79,Volvo,JUN,2013,15548,3355
A79,A79,Volvo,MAY,2013,8505,1637
A79,A79,Volvo,APR,2013,12225,2313
A79,A79,Volvo,MAR,2013,11766,2313
A79,A79,Volvo,FEB,2013,11177,2326
A79,A79,Volvo,JAN,2013,9284,2012
A79,A79,Volvo,DEC,2012,9238,1964
A79,A79,Volvo,NOV,2012,9859,2286
A79,A79,Volvo,OCT,2012,12100,2316
A79,A79,Volvo,SEP,2012,12878,2709
A79,A79,Volvo,AUG,2012,13181,2787
A79,A79,Volvo,JUL,2012,13713,2475
A79,A79,Volvo,JUN,2012,15756,2809
A79,A79,Volvo,MAY,2012,12764,2609
A79,A79,Volvo,APR,2012,11744,2170
A79,A79,Volvo,MAR,2012,12979,2780
A79,A79,Volvo,FEB,2012,10454,2181
A79,A79,Volvo,JAN,2012,13562,2450
A79,A79,Volvo,DEC,2011,9298,1800
A79,A79,Volvo,NOV,2011,11010,2391
A79,A79,Volvo,OCT,2011,13138,2537
A79,A79,Volvo,SEP,2011,15171,3198
A79,A79,Volvo,AUG,2011,14471,2886
A79,A79,Volvo,JUL,2011,11578,2179
A79,A79,Volvo,JUN,2011,10705,1679
A79,A79,Volvo,MAY,2011,9937,1679
A79,A79,Volvo,APR,2011,12997,1679
A79,A79,Volvo,MAR,2011,14840,1679
A79,A79,Volvo,FEB,2011,12894,1679
A79,A79,Volvo,JAN,2011,13420,1679
A79,A79,Volvo,DEC,2010,10440,1679
A79,A79,Volvo,NOV,2010,12308,1679
A79,A79,Volvo,OCT,2010,12636,1679
A79,A79,Volvo,SEP,2010,11455,1679
A79,A79,Volvo,AUG,2010,11976,1679
A79,A79,Volvo,JUL,2010,10692,1679
A79,A79,Volvo,JUN,2010,13666,1679
A79,A79,Volvo,MAY,2010,11032,1679
A79,A79,Volvo,APR,2010,9480,1679
A79,A79,Volvo,MAR,2010,8974,1679
A79,A79,Volvo,FEB,2010,12637,1679
A79,A79,Volvo,JAN,2010,12096,1679
A79,A79,Volvo,DEC,2009,13794,1679
A79,A79,Volvo,NOV,2009,13565,1679
A79,A79,Volvo,OCT,2009,10617,1679
A79,A79,Volvo,SEP,2009,9464,1679
A79,A79,Volvo,AUG,2009,15574,1679
A79,A79,Volvo,JUL,2009,12175,1679
A79,A79,Volvo,JUN,2009,14937,1679
A79,A79,Volvo,MAY,2009,9425,1679
A79,A79,Volvo,APR,2009,12324,1679
A79,A79,Volvo,MAR,2009,11376,1679
A79,A79,Volvo,FEB,2009,14021,1679
A79,A79,Volvo,JAN,2009,14237,1679
A80,A80,Peterbilt,JUN,2013,11108,2618
A80,A80,Peterbilt,MAY,2013,13595,2462
A80,A80,Peterbilt,APR,2013,11419,2624
A80,A80,Peterbilt,MAR,2013,14485,2762
A80,A80,Peterbilt,FEB,2013,10765,2012
A80,A80,Peterbilt,JAN,2013,12841,2408
A80,A80,Peterbilt,DEC,2012,12034,2489
A80,A80,Peterbilt,NOV,2012,13403,2584
A80,A80,Peterbilt,OCT,2012,13491,2936
A80,A80,Peterbilt,SEP,2012,12497,2536
A80,A80,Peterbilt,AUG,2012,12834,2798
A80,A80,Peterbilt,JUL,2012,15378,3427
A80,A80,Peterbilt,JUN,2012,11363,2195
A80,A80,Peterbilt,MAY,2012,13575,2723
A80,A80,Peterbilt,APR,2012,10813,2142
A80,A80,Peterbilt,MAR,2012,9958,1879
A80,A80,Peterbilt,FEB,2012,15097,2923
A80,A80,Peterbilt,JAN,2012,13966,3465
A80,A80,Peterbilt,DEC,2011,12867,2500
A80,A80,Peterbilt,NOV,2011,12721,2454
A80,A80,Peterbilt,OCT,2011,15028,2701
A80,A80,Peterbilt,SEP,2011,10534,2092
A80,A80,Peterbilt,AUG,2011,13060,2680
A80,A80,Peterbilt,JUL,2011,10559,2172
A80,A80,Peterbilt,JUN,2011,11602,2457
A80,A80,Peterbilt,MAY,2011,10309,2457
A80,A80,Peterbilt,APR,2011,12178,2457
A80,A80,Peterbilt,MAR,2011,14005,2457
A80,A80,Peterbilt,FEB,2011,14443,2457
A80,A80,Peterbilt,JAN,2011,15822,2457
A80,A80,Peterbilt,DEC,2010,11533,2457
A80,A80,Peterbilt,NOV,2010,12252,2457
A80,A80,Peterbilt,OCT,2010,14343,2457
A80,A80,Peterbilt,SEP,2010,15224,2457
A80,A80,Peterbilt,AUG,2010,11389,2457
A80,A80,Peterbilt,JUL,2010,11797,2457
A80,A80,Peterbilt,JUN,2010,11983,2457
A80,A80,Peterbilt,MAY,2010,15140,2457
A80,A80,Peterbilt,APR,2010,15200,2457
A80,A80,Peterbilt,MAR,2010,9695,2457
A80,A80,Peterbilt,FEB,2010,9417,2457
A80,A80,Peterbilt,JAN,2010,13688,2457
A80,A80,Peterbilt,DEC,2009,10756,2457
A80,A80,Peterbilt,NOV,2009,14478,2457
A80,A80,Peterbilt,OCT,2009,11477,2457
A80,A80,Peterbilt,SEP,2009,12301,2457
A80,A80,Peterbilt,AUG,2009,10237,2457
A80,A80,Peterbilt,JUL,2009,13980,2457
A80,A80,Peterbilt,JUN,2009,13481,2457
A80,A80,Peterbilt,MAY,2009,10206,2457
A80,A80,Peterbilt,APR,2009,10661,2457
A80,A80,Peterbilt,MAR,2009,14317,2457
A80,A80,Peterbilt,FEB,2009,14485,2457
A80,A80,Peterbilt,JAN,2009,11325,2457
A81,A81,Peterbilt,JUN,2013,9506,2038
A81,A81,Peterbilt,MAY,2013,13370,2623
A81,A81,Peterbilt,APR,2013,12561,2632
A81,A81,Peterbilt,MAR,2013,10852,1857
A81,A81,Peterbilt,FEB,2013,11058,2606
A81,A81,Peterbilt,JAN,2013,9349,1809
A81,A81,Peterbilt,DEC,2012,8653,2000
A81,A81,Peterbilt,NOV,2012,14153,2746
A81,A81,Peterbilt,OCT,2012,11471,2130
A81,A81,Peterbilt,SEP,2012,13133,2634
A81,A81,Peterbilt,AUG,2012,9771,1806
A81,A81,Peterbilt,JUL,2012,13779,2473
A81,A81,Peterbilt,JUN,2012,14434,2856
A81,A81,Peterbilt,MAY,2012,10456,1977
A81,A81,Peterbilt,APR,2012,10900,2025
A81,A81,Peterbilt,MAR,2012,10832,2013
A81,A81,Peterbilt,FEB,2012,13261,2606
A81,A81,Peterbilt,JAN,2012,10578,2344
A81,A81,Peterbilt,DEC,2011,13577,2819
A81,A81,Peterbilt,NOV,2011,14382,3470
A81,A81,Peterbilt,OCT,2011,11633,2577
A81,A81,Peterbilt,SEP,2011,13822,2373
A81,A81,Peterbilt,AUG,2011,9937,2228
A81,A81,Peterbilt,JUL,2011,12822,2766
A81,A81,Peterbilt,JUN,2011,11464,2138
A81,A81,Peterbilt,MAY,2011,12881,2138
A81,A81,Peterbilt,APR,2011,11622,2138
A81,A81,Peterbilt,MAR,2011,10855,2138
A81,A81,Peterbilt,FEB,2011,10286,2138
A81,A81,Peterbilt,JAN,2011,12313,2138
A81,A81,Peterbilt,DEC,2010,12860,2138
A81,A81,Peterbilt,NOV,2010,15091,2138
A81,A81,Peterbilt,OCT,2010,9407,2138
A81,A81,Peterbilt,SEP,2010,12496,2138
A81,A81,Peterbilt,AUG,2010,12259,2138
A81,A81,Peterbilt,JUL,2010,11924,2138
A81,A81,Peterbilt,JUN,2010,13316,2138
A81,A81,Peterbilt,MAY,2010,10617,2138
A81,A81,Peterbilt,APR,2010,9716,2138
A81,A81,Peterbilt,MAR,2010,13741,2138
A81,A81,Peterbilt,FEB,2010,10580,2138
A81,A81,Peterbilt,JAN,2010,12938,2138
A81,A81,Peterbilt,DEC,2009,11984,2138
A81,A81,Peterbilt,NOV,2009,14434,2138
A81,A81,Peterbilt,OCT,2009,10259,2138
A81,A81,Peterbilt,SEP,2009,12195,2138
A81,A81,Peterbilt,AUG,2009,12307,2138
A81,A81,Peterbilt,JUL,2009,14415,2138
A81,A81,Peterbilt,JUN,2009,14279,2138
A81,A81,Peterbilt,MAY,2009,11873,2138
A81,A81,Peterbilt,APR,2009,9723,2138
A81,A81,Peterbilt,MAR,2009,12274,2138
A81,A81,Peterbilt,FEB,2009,9193,2138
A81,A81,Peterbilt,JAN,2009,13681,2138
A82,A82,Caterpillar,JUN,2013,9951,2004
A82,A82,Caterpillar,MAY,2013,15119,2791
A82,A82,Caterpillar,APR,2013,11071,2669
A82,A82,Caterpillar,MAR,2013,13323,2565
A82,A82,Caterpillar,FEB,2013,10524,2186
A82,A82,Caterpillar,JAN,2013,10156,1839
A82,A82,Caterpillar,DEC,2012,13472,2903
A82,A82,Caterpillar,NOV,2012,8962,1623
A82,A82,Caterpillar,OCT,2012,9644,1911
A82,A82,Caterpillar,SEP,2012,10527,1864
A82,A82,Caterpillar,AUG,2012,9359,1835
A82,A82,Caterpillar,JUL,2012,13973,2459
A82,A82,Caterpillar,JUN,2012,10760,2201
A82,A82,Caterpillar,MAY,2012,12199,2882
A82,A82,Caterpillar,APR,2012,10096,2029
A82,A82,Caterpillar,MAR,2012,10992,2158
A82,A82,Caterpillar,FEB,2012,12403,2621
A82,A82,Caterpillar,JAN,2012,12737,2426
A82,A82,Caterpillar,DEC,2011,10427,2285
A82,A82,Caterpillar,NOV,2011,15648,2933
A82,A82,Caterpillar,OCT,2011,12800,2402
A82,A82,Caterpillar,SEP,2011,9487,2022
A82,A82,Caterpillar,AUG,2011,10976,2389
A82,A82,Caterpillar,JUL,2011,12229,2777
A82,A82,Caterpillar,JUN,2011,8230,2223
A82,A82,Caterpillar,MAY,2011,13733,2223
A82,A82,Caterpillar,APR,2011,11205,2223
A82,A82,Caterpillar,MAR,2011,9980,2223
A82,A82,Caterpillar,FEB,2011,10522,2223
A82,A82,Caterpillar,JAN,2011,14153,2223
A82,A82,Caterpillar,DEC,2010,12328,2223
A82,A82,Caterpillar,NOV,2010,14820,2223
A82,A82,Caterpillar,OCT,2010,10956,2223
A82,A82,Caterpillar,SEP,2010,14473,2223
A82,A82,Caterpillar,AUG,2010,10648,2223
A82,A82,Caterpillar,JUL,2010,11937,2223
A82,A82,Caterpillar,JUN,2010,13139,2223
A82,A82,Caterpillar,MAY,2010,10279,2223
A82,A82,Caterpillar,APR,2010,8611,2223
A82,A82,Caterpillar,MAR,2010,11259,2223
A82,A82,Caterpillar,FEB,2010,14047,2223
A82,A82,Caterpillar,JAN,2010,8689,2223
A82,A82,Caterpillar,DEC,2009,14198,2223
A82,A82,Caterpillar,NOV,2009,14688,2223
A82,A82,Caterpillar,OCT,2009,11087,2223
A82,A82,Caterpillar,SEP,2009,10622,2223
A82,A82,Caterpillar,AUG,2009,10127,2223
A82,A82,Caterpillar,JUL,2009,9238,2223
A82,A82,Caterpillar,JUN,2009,15126,2223
A82,A82,Caterpillar,MAY,2009,12331,2223
A82,A82,Caterpillar,APR,2009,12435,2223
A82,A82,Caterpillar,MAR,2009,11844,2223
A82,A82,Caterpillar,FEB,2009,9327,2223
A82,A82,Caterpillar,JAN,2009,14855,2223
A83,A83,Oshkosh,JUN,2013,12388,2519
A83,A83,Oshkosh,MAY,2013,14835,2916
A83,A83,Oshkosh,APR,2013,10948,2116
A83,A83,Oshkosh,MAR,2013,14068,2507
A83,A83,Oshkosh,FEB,2013,10104,2066
A83,A83,Oshkosh,JAN,2013,9617,1834
A83,A83,Oshkosh,DEC,2012,9716,1668
A83,A83,Oshkosh,NOV,2012,13331,2349
A83,A83,Oshkosh,OCT,2012,9398,2045
A83,A83,Oshkosh,SEP,2012,12644,2355
A83,A83,Oshkosh,AUG,2012,12600,2392
A83,A83,Oshkosh,JUL,2012,11816,2298
A83,A83,Oshkosh,JUN,2012,15430,3074
A83,A83,Oshkosh,MAY,2012,9686,1968
A83,A83,Oshkosh,APR,2012,10127,1743
A83,A83,Oshkosh,MAR,2012,9947,1869
A83,A83,Oshkosh,FEB,2012,14838,3167
A83,A83,Oshkosh,JAN,2012,10803,2194
A83,A83,Oshkosh,DEC,2011,10814,2064
A83,A83,Oshkosh,NOV,2011,13597,2769
A83,A83,Oshkosh,OCT,2011,13981,2528
A83,A83,Oshkosh,SEP,2011,13654,2435
A83,A83,Oshkosh,AUG,2011,12822,2351
A83,A83,Oshkosh,JUL,2011,9357,2226
A83,A83,Oshkosh,JUN,2011,11466,2365
A83,A83,Oshkosh,MAY,2011,12609,2365
A83,A83,Oshkosh,APR,2011,11127,2365
A83,A83,Oshkosh,MAR,2011,12005,2365
A83,A83,Oshkosh,FEB,2011,13840,2365
A83,A83,Oshkosh,JAN,2011,10969,2365
A83,A83,Oshkosh,DEC,2010,11909,2365
A83,A83,Oshkosh,NOV,2010,12688,2365
A83,A83,Oshkosh,OCT,2010,12861,2365
A83,A83,Oshkosh,SEP,2010,13248,2365
A83,A83,Oshkosh,AUG,2010,10332,2365
A83,A83,Oshkosh,JUL,2010,15270,2365
A83,A83,Oshkosh,JUN,2010,11651,2365
A83,A83,Oshkosh,MAY,2010,11521,2365
A83,A83,Oshkosh,APR,2010,13100,2365
A83,A83,Oshkosh,MAR,2010,9828,2365
A83,A83,Oshkosh,FEB,2010,9532,2365
A83,A83,Oshkosh,JAN,2010,14338,2365
A83,A83,Oshkosh,DEC,2009,13213,2365
A83,A83,Oshkosh,NOV,2009,8829,2365
A83,A83,Oshkosh,OCT,2009,13922,2365
A83,A83,Oshkosh,SEP,2009,12647,2365
A83,A83,Oshkosh,AUG,2009,14358,2365
A83,A83,Oshkosh,JUL,2009,11738,2365
A83,A83,Oshkosh,JUN,2009,15218,2365
A83,A83,Oshkosh,MAY,2009,11860,2365
A83,A83,Oshkosh,APR,2009,13529,2365
A83,A83,Oshkosh,MAR,2009,8319,2365
A83,A83,Oshkosh,FEB,2009,10304,2365
A83,A83,Oshkosh,JAN,2009,14420,2365
A84,A84,Freightliner,JUN,2013,11417,2070
A84,A84,Freightliner,MAY,2013,15234,2870
A84,A84,Freightliner,APR,2013,10893,2136
A84,A84,Freightliner,MAR,2013,11640,2307
A84,A84,Freightliner,FEB,2013,10283,1727
A84,A84,Freightliner,JAN,2013,14401,3035
A84,A84,Freightliner,DEC,2012,9993,1955
A84,A84,Freightliner,NOV,2012,13537,2629
A84,A84,Freightliner,OCT,2012,15363,3453
A84,A84,Freightliner,SEP,2012,12962,2628
A84,A84,Freightliner,AUG,2012,12242,2902
A84,A84,Freightliner,JUL,2012,11048,2170
A84,A84,Freightliner,JUN,2012,13045,2816
A84,A84,Freightliner,MAY,2012,12369,2575
A84,A84,Freightliner,APR,2012,8895,2051
A84,A84,Freightliner,MAR,2012,12335,2353
A84,A84,Freightliner,FEB,2012,12945,2361
A84,A84,Freightliner,JAN,2012,11827,2258
A84,A84,Freightliner,DEC,2011,13615,2973
A84,A84,Freightliner,NOV,2011,14722,3015
A84,A84,Freightliner,OCT,2011,8907,1583
A84,A84,Freightliner,SEP,2011,13860,2809
A84,A84,Freightliner,AUG,2011,14067,2885
A84,A84,Freightliner,JUL,2011,9552,1733
A84,A84,Freightliner,JUN,2011,12089,2902
A84,A84,Freightliner,MAY,2011,11991,2902
A84,A84,Freightliner,APR,2011,10559,2902
A84,A84,Freightliner,MAR,2011,9717,2902
A84,A84,Freightliner,FEB,2011,11996,2902
A84,A84,Freightliner,JAN,2011,14813,2902
A84,A84,Freightliner,DEC,2010,10184,2902
A84,A84,Freightliner,NOV,2010,10617,2902
A84,A84,Freightliner,OCT,2010,11807,2902
A84,A84,Freightliner,SEP,2010,13957,2902
A84,A84,Freightliner,AUG,2010,13872,2902
A84,A84,Freightliner,JUL,2010,10024,2902
A84,A84,Freightliner,JUN,2010,10070,2902
A84,A84,Freightliner,MAY,2010,13907,2902
A84,A84,Freightliner,APR,2010,9308,2902
A84,A84,Freightliner,MAR,2010,11872,2902
A84,A84,Freightliner,FEB,2010,15708,2902
A84,A84,Freightliner,JAN,2010,9810,2902
A84,A84,Freightliner,DEC,2009,9615,2902
A84,A84,Freightliner,NOV,2009,13161,2902
A84,A84,Freightliner,OCT,2009,11377,2902
A84,A84,Freightliner,SEP,2009,15706,2902
A84,A84,Freightliner,AUG,2009,14330,2902
A84,A84,Freightliner,JUL,2009,11457,2902
A84,A84,Freightliner,JUN,2009,11390,2902
A84,A84,Freightliner,MAY,2009,10439,2902
A84,A84,Freightliner,APR,2009,12205,2902
A84,A84,Freightliner,MAR,2009,12025,2902
A84,A84,Freightliner,FEB,2009,13308,2902
A84,A84,Freightliner,JAN,2009,9154,2902
A85,A85,Ford,JUN,2013,15319,2707
A85,A85,Ford,MAY,2013,12421,2772
A85,A85,Ford,APR,2013,10530,1805
A85,A85,Ford,MAR,2013,11849,2094
A85,A85,Ford,FEB,2013,9508,2000
A85,A85,Ford,JAN,2013,14368,3048
A85,A85,Ford,DEC,2012,13167,2429
A85,A85,Ford,NOV,2012,13780,3017
A85,A85,Ford,OCT,2012,9272,1673
A85,A85,Ford,SEP,2012,9251,2100
A85,A85,Ford,AUG,2012,11394,2019
A85,A85,Ford,JUL,2012,8727,1528
A85,A85,Ford,JUN,2012,10592,2176
A85,A85,Ford,MAY,2012,11605,2470
A85,A85,Ford,APR,2012,10948,2376
A85,A85,Ford,MAR,2012,14290,2990
A85,A85,Ford,FEB,2012,10757,2224
A85,A85,Ford,JAN,2012,12350,2898
A85,A85,Ford,DEC,2011,13879,2617
A85,A85,Ford,NOV,2011,11321,2436
A85,A85,Ford,OCT,2011,9999,2118
A85,A85,Ford,SEP,2011,9514,1990
A85,A85,Ford,AUG,2011,11244,2208
A85,A85,Ford,JUL,2011,12760,2981
A85,A85,Ford,JUN,2011,13589,2483
A85,A85,Ford,MAY,2011,10027,2483
A85,A85,Ford,APR,2011,13371,2483
A85,A85,Ford,MAR,2011,10798,2483
A85,A85,Ford,FEB,2011,10011,2483
A85,A85,Ford,JAN,2011,12395,2483
A85,A85,Ford,DEC,2010,12569,2483
A85,A85,Ford,NOV,2010,10668,2483
A85,A85,Ford,OCT,2010,14415,2483
A85,A85,Ford,SEP,2010,11855,2483
A85,A85,Ford,AUG,2010,10394,2483
A85,A85,Ford,JUL,2010,10985,2483
A85,A85,Ford,JUN,2010,12518,2483
A85,A85,Ford,MAY,2010,13819,2483
A85,A85,Ford,APR,2010,13754,2483
A85,A85,Ford,MAR,2010,10610,2483
A85,A85,Ford,FEB,2010,14073,2483
A85,A85,Ford,JAN,2010,11283,2483
A85,A85,Ford,DEC,2009,13981,2483
A85,A85,Ford,NOV,2009,10449,2483
A85,A85,Ford,OCT,2009,10895,2483
A85,A85,Ford,SEP,2009,13018,2483
A85,A85,Ford,AUG,2009,11420,2483
A85,A85,Ford,JUL,2009,8765,2483
A85,A85,Ford,JUN,2009,13716,2483
A85,A85,Ford,MAY,2009,9510,2483
A85,A85,Ford,APR,2009,13488,2483
A85,A85,Ford,MAR,2009,11579,2483
A85,A85,Ford,FEB,2009,9588,2483
A85,A85,Ford,JAN,2009,13559,2483
A86,A86,Ford,JUN,2013,9324,1636
A86,A86,Ford,MAY,2013,13719,3175
A86,A86,Ford,APR,2013,14137,2527
A86,A86,Ford,MAR,2013,9817,1963
A86,A86,Ford,FEB,2013,13263,2538
A86,A86,Ford,JAN,2013,12696,2443
A86,A86,Ford,DEC,2012,9206,1782
A86,A86,Ford,NOV,2012,11372,2035
A86,A86,Ford,OCT,2012,8811,1700
A86,A86,Ford,SEP,2012,13764,2862
A86,A86,Ford,AUG,2012,12244,2336
A86,A86,Ford,JUL,2012,13066,2573
A86,A86,Ford,JUN,2012,12610,2393
A86,A86,Ford,MAY,2012,14944,2615
A86,A86,Ford,APR,2012,8743,1890
A86,A86,Ford,MAR,2012,8612,1555
A86,A86,Ford,FEB,2012,12869,2214
A86,A86,Ford,JAN,2012,10579,1805
A86,A86,Ford,DEC,2011,8772,1729
A86,A86,Ford,NOV,2011,9217,1690
A86,A86,Ford,OCT,2011,8741,1496
A86,A86,Ford,SEP,2011,11441,2269
A86,A86,Ford,AUG,2011,10442,1977
A86,A86,Ford,JUL,2011,11484,2328
A86,A86,Ford,JUN,2011,14718,2365
A86,A86,Ford,MAY,2011,13246,2365
A86,A86,Ford,APR,2011,13306,2365
A86,A86,Ford,MAR,2011,12170,2365
A86,A86,Ford,FEB,2011,10152,2365
A86,A86,Ford,JAN,2011,11322,2365
A86,A86,Ford,DEC,2010,10867,2365
A86,A86,Ford,NOV,2010,10162,2365
A86,A86,Ford,OCT,2010,11616,2365
A86,A86,Ford,SEP,2010,8538,2365
A86,A86,Ford,AUG,2010,10130,2365
A86,A86,Ford,JUL,2010,11821,2365
A86,A86,Ford,JUN,2010,8886,2365
A86,A86,Ford,MAY,2010,13182,2365
A86,A86,Ford,APR,2010,11974,2365
A86,A86,Ford,MAR,2010,12847,2365
A86,A86,Ford,FEB,2010,10241,2365
A86,A86,Ford,JAN,2010,11923,2365
A86,A86,Ford,DEC,2009,12438,2365
A86,A86,Ford,NOV,2009,14008,2365
A86,A86,Ford,OCT,2009,10363,2365
A86,A86,Ford,SEP,2009,12617,2365
A86,A86,Ford,AUG,2009,10482,2365
A86,A86,Ford,JUL,2009,14796,2365
A86,A86,Ford,JUN,2009,13680,2365
A86,A86,Ford,MAY,2009,12221,2365
A86,A86,Ford,APR,2009,12993,2365
A86,A86,Ford,MAR,2009,12710,2365
A86,A86,Ford,FEB,2009,11538,2365
A86,A86,Ford,JAN,2009,14738,2365
A87,A87,Kenworth,JUN,2013,10958,2417
A87,A87,Kenworth,MAY,2013,12508,2233
A87,A87,Kenworth,APR,2013,9857,1811
A87,A87,Kenworth,MAR,2013,13669,3059
A87,A87,Kenworth,FEB,2013,12502,2350
A87,A87,Kenworth,JAN,2013,10779,2262
A87,A87,Kenworth,DEC,2012,11846,2175
A87,A87,Kenworth,NOV,2012,12998,2939
A87,A87,Kenworth,OCT,2012,11605,2344
